,uid,variable1,variable2,coefficient,k1,k2
426,426,Country of birth: Europe: EU countries: All other EU countries; measures: Value,Hours worked: Full-time: 49 or more hours worked,0.13997882255911692,TS004,TS059
427,427,Country of birth: Europe: Non-EU countries; measures: Value,Hours worked: Part-time,-0.11166102804424467,TS004,TS059
428,428,Country of birth: Europe: Non-EU countries; measures: Value,Hours worked: Part-time: 15 hours or less worked,0.11426888103652325,TS004,TS059
429,429,Country of birth: Europe: Non-EU countries; measures: Value,Hours worked: Part-time: 16 to 30 hours worked,-0.24476393030668958,TS004,TS059
430,430,Country of birth: Europe: Non-EU countries; measures: Value,Hours worked: Full-time,0.11166102804424467,TS004,TS059
431,431,Country of birth: Europe: Non-EU countries; measures: Value,Hours worked: Full-time: 31 to 48 hours worked,-0.05853779663326335,TS004,TS059
432,432,Country of birth: Europe: Non-EU countries; measures: Value,Hours worked: Full-time: 49 or more hours worked,0.22120197821008186,TS004,TS059
433,433,Country of birth: Europe: Non-EU countries: All other non-EU countries; measures: Value,Hours worked: Part-time,-0.11166102804424467,TS004,TS059
434,434,Country of birth: Europe: Non-EU countries: All other non-EU countries; measures: Value,Hours worked: Part-time: 15 hours or less worked,0.11426888103652325,TS004,TS059
435,435,Country of birth: Europe: Non-EU countries: All other non-EU countries; measures: Value,Hours worked: Part-time: 16 to 30 hours worked,-0.24476393030668958,TS004,TS059
436,436,Country of birth: Europe: Non-EU countries: All other non-EU countries; measures: Value,Hours worked: Full-time,0.11166102804424467,TS004,TS059
437,437,Country of birth: Europe: Non-EU countries: All other non-EU countries; measures: Value,Hours worked: Full-time: 31 to 48 hours worked,-0.05853779663326335,TS004,TS059
438,438,Country of birth: Europe: Non-EU countries: All other non-EU countries; measures: Value,Hours worked: Full-time: 49 or more hours worked,0.22120197821008186,TS004,TS059
439,439,Country of birth: Africa; measures: Value,Hours worked: Part-time,0.012572545270137781,TS004,TS059
440,440,Country of birth: Africa; measures: Value,Hours worked: Part-time: 15 hours or less worked,0.14338905025460869,TS004,TS059
441,441,Country of birth: Africa; measures: Value,Hours worked: Part-time: 16 to 30 hours worked,-0.09372504296517825,TS004,TS059
442,442,Country of birth: Africa; measures: Value,Hours worked: Full-time,-0.012572545270137797,TS004,TS059
443,443,Country of birth: Africa; measures: Value,Hours worked: Full-time: 31 to 48 hours worked,0.0178521330292043,TS004,TS059
444,444,Country of birth: Africa; measures: Value,Hours worked: Full-time: 49 or more hours worked,-0.040170571634597724,TS004,TS059
445,445,Country of birth: Middle East and Asia; measures: Value,Hours worked: Part-time,0.13635952997653367,TS004,TS059
446,446,Country of birth: Middle East and Asia; measures: Value,Hours worked: Part-time: 15 hours or less worked,0.17834118920919925,TS004,TS059
447,447,Country of birth: Middle East and Asia; measures: Value,Hours worked: Part-time: 16 to 30 hours worked,0.052162904757214947,TS004,TS059
448,448,Country of birth: Middle East and Asia; measures: Value,Hours worked: Full-time,-0.13635952997653353,TS004,TS059
449,449,Country of birth: Middle East and Asia; measures: Value,Hours worked: Full-time: 31 to 48 hours worked,-0.019555353164608404,TS004,TS059
450,450,Country of birth: Middle East and Asia; measures: Value,Hours worked: Full-time: 49 or more hours worked,-0.14672475512967648,TS004,TS059
451,451,Country of birth: The Americas and the Caribbean; measures: Value,Hours worked: Part-time,-0.1871973564352923,TS004,TS059
452,452,Country of birth: The Americas and the Caribbean; measures: Value,Hours worked: Part-time: 15 hours or less worked,0.11187318218996999,TS004,TS059
453,453,Country of birth: The Americas and the Caribbean; measures: Value,Hours worked: Part-time: 16 to 30 hours worked,-0.34848184953325634,TS004,TS059
454,454,Country of birth: The Americas and the Caribbean; measures: Value,Hours worked: Full-time,0.1871973564352923,TS004,TS059
455,455,Country of birth: The Americas and the Caribbean; measures: Value,Hours worked: Full-time: 31 to 48 hours worked,-0.07568929195523835,TS004,TS059
456,456,Country of birth: The Americas and the Caribbean; measures: Value,Hours worked: Full-time: 49 or more hours worked,0.3404123352749298,TS004,TS059
457,457,Country of birth: Antarctica and Oceania (including Australasia) and Other; measures: Value,Hours worked: Part-time,-0.3151152281188427,TS004,TS059
458,458,Country of birth: Antarctica and Oceania (including Australasia) and Other; measures: Value,Hours worked: Part-time: 15 hours or less worked,0.08247870074676886,TS004,TS059
459,459,Country of birth: Antarctica and Oceania (including Australasia) and Other; measures: Value,Hours worked: Part-time: 16 to 30 hours worked,-0.5044573767907156,TS004,TS059
460,460,Country of birth: Antarctica and Oceania (including Australasia) and Other; measures: Value,Hours worked: Full-time,0.3151152281188427,TS004,TS059
461,461,Country of birth: Antarctica and Oceania (including Australasia) and Other; measures: Value,Hours worked: Full-time: 31 to 48 hours worked,-0.16924211247827214,TS004,TS059
462,462,Country of birth: Antarctica and Oceania (including Australasia) and Other; measures: Value,Hours worked: Full-time: 49 or more hours worked,0.6297295259555546,TS004,TS059
463,463,Country of birth: British Overseas ; measures: Value,Hours worked: Part-time,0.06329583344946896,TS004,TS059
464,464,Country of birth: British Overseas ; measures: Value,Hours worked: Part-time: 15 hours or less worked,0.13301790179166245,TS004,TS059
465,465,Country of birth: British Overseas ; measures: Value,Hours worked: Part-time: 16 to 30 hours worked,-0.014778863045781009,TS004,TS059
466,466,Country of birth: British Overseas ; measures: Value,Hours worked: Full-time,-0.06329583344946892,TS004,TS059
467,467,Country of birth: British Overseas ; measures: Value,Hours worked: Full-time: 31 to 48 hours worked,-0.011587441316737961,TS004,TS059
468,468,Country of birth: British Overseas ; measures: Value,Hours worked: Full-time: 49 or more hours worked,-0.06470469340451304,TS004,TS059
469,469,Country of birth: Europe: United Kingdom; measures: Value,Number of bedrooms: 1 bedroom,-0.6534757769234228,TS004,TS050
470,470,Country of birth: Europe: United Kingdom; measures: Value,Number of bedrooms: 2 bedrooms,-0.31060126196527216,TS004,TS050
471,471,Country of birth: Europe: United Kingdom; measures: Value,Number of bedrooms: 3 bedrooms,0.46594725954191507,TS004,TS050
472,472,Country of birth: Europe: United Kingdom; measures: Value,Number of bedrooms: 4 or more bedrooms,0.22484837120211038,TS004,TS050
473,473,Country of birth: Europe: EU countries; measures: Value,Number of bedrooms: 1 bedroom,0.659105107091418,TS004,TS050
474,474,Country of birth: Europe: EU countries; measures: Value,Number of bedrooms: 2 bedrooms,0.36339609006915413,TS004,TS050
475,475,Country of birth: Europe: EU countries; measures: Value,Number of bedrooms: 3 bedrooms,-0.4394606552212229,TS004,TS050
476,476,Country of birth: Europe: EU countries; measures: Value,Number of bedrooms: 4 or more bedrooms,-0.2937500800294717,TS004,TS050
477,477,Country of birth: Europe: EU countries: European Union EU14; measures: Value,Number of bedrooms: 1 bedroom,0.6898951567247287,TS004,TS050
478,478,Country of birth: Europe: EU countries: European Union EU14; measures: Value,Number of bedrooms: 2 bedrooms,0.3176953628658789,TS004,TS050
479,479,Country of birth: Europe: EU countries: European Union EU14; measures: Value,Number of bedrooms: 3 bedrooms,-0.5884963714099974,TS004,TS050
480,480,Country of birth: Europe: EU countries: European Union EU14; measures: Value,Number of bedrooms: 4 or more bedrooms,-0.13077970215055523,TS004,TS050
481,481,Country of birth: Europe: EU countries: European Union EU8; measures: Value,Number of bedrooms: 1 bedroom,0.3913309615743445,TS004,TS050
482,482,Country of birth: Europe: EU countries: European Union EU8; measures: Value,Number of bedrooms: 2 bedrooms,0.2862543077055775,TS004,TS050
483,483,Country of birth: Europe: EU countries: European Union EU8; measures: Value,Number of bedrooms: 3 bedrooms,-0.14112264415766018,TS004,TS050
484,484,Country of birth: Europe: EU countries: European Union EU8; measures: Value,Number of bedrooms: 4 or more bedrooms,-0.3476964023044385,TS004,TS050
485,485,Country of birth: Europe: EU countries: European Union EU2; measures: Value,Number of bedrooms: 1 bedroom,0.35014569196370826,TS004,TS050
486,486,Country of birth: Europe: EU countries: European Union EU2; measures: Value,Number of bedrooms: 2 bedrooms,0.21139403356170855,TS004,TS050
487,487,Country of birth: Europe: EU countries: European Union EU2; measures: Value,Number of bedrooms: 3 bedrooms,-0.1784156274166421,TS004,TS050
488,488,Country of birth: Europe: EU countries: European Union EU2; measures: Value,Number of bedrooms: 4 or more bedrooms,-0.22569881906604988,TS004,TS050
489,489,Country of birth: Europe: EU countries: All other EU countries; measures: Value,Number of bedrooms: 1 bedroom,0.25093181203630854,TS004,TS050
490,490,Country of birth: Europe: EU countries: All other EU countries; measures: Value,Number of bedrooms: 2 bedrooms,0.06589099693259268,TS004,TS050
491,491,Country of birth: Europe: EU countries: All other EU countries; measures: Value,Number of bedrooms: 3 bedrooms,-0.23321808214122858,TS004,TS050
492,492,Country of birth: Europe: EU countries: All other EU countries; measures: Value,Number of bedrooms: 4 or more bedrooms,0.00741545178103921,TS004,TS050
493,493,Country of birth: Europe: Non-EU countries; measures: Value,Number of bedrooms: 1 bedroom,0.5466176349275873,TS004,TS050
494,494,Country of birth: Europe: Non-EU countries; measures: Value,Number of bedrooms: 2 bedrooms,0.26595702480876016,TS004,TS050
495,495,Country of birth: Europe: Non-EU countries; measures: Value,Number of bedrooms: 3 bedrooms,-0.4168126929745815,TS004,TS050
496,496,Country of birth: Europe: Non-EU countries; measures: Value,Number of bedrooms: 4 or more bedrooms,-0.164612398846994,TS004,TS050
497,497,Country of birth: Europe: Non-EU countries: All other non-EU countries; measures: Value,Number of bedrooms: 1 bedroom,0.5466176349275873,TS004,TS050
498,498,Country of birth: Europe: Non-EU countries: All other non-EU countries; measures: Value,Number of bedrooms: 2 bedrooms,0.26595702480876016,TS004,TS050
499,499,Country of birth: Europe: Non-EU countries: All other non-EU countries; measures: Value,Number of bedrooms: 3 bedrooms,-0.4168126929745815,TS004,TS050
500,500,Country of birth: Europe: Non-EU countries: All other non-EU countries; measures: Value,Number of bedrooms: 4 or more bedrooms,-0.164612398846994,TS004,TS050
501,501,Country of birth: Africa; measures: Value,Number of bedrooms: 1 bedroom,0.5384842313254591,TS004,TS050
502,502,Country of birth: Africa; measures: Value,Number of bedrooms: 2 bedrooms,0.2694514543363832,TS004,TS050
503,503,Country of birth: Africa; measures: Value,Number of bedrooms: 3 bedrooms,-0.37403358197069925,TS004,TS050
504,504,Country of birth: Africa; measures: Value,Number of bedrooms: 4 or more bedrooms,-0.2050786821123151,TS004,TS050
505,505,Country of birth: Middle East and Asia; measures: Value,Number of bedrooms: 1 bedroom,0.41803355345393683,TS004,TS050
506,506,Country of birth: Middle East and Asia; measures: Value,Number of bedrooms: 2 bedrooms,0.16181618033299888,TS004,TS050
507,507,Country of birth: Middle East and Asia; measures: Value,Number of bedrooms: 3 bedrooms,-0.28856206213814717,TS004,TS050
508,508,Country of birth: Middle East and Asia; measures: Value,Number of bedrooms: 4 or more bedrooms,-0.12742907593542685,TS004,TS050
509,509,Country of birth: The Americas and the Caribbean; measures: Value,Number of bedrooms: 1 bedroom,0.5746071517023237,TS004,TS050
510,510,Country of birth: The Americas and the Caribbean; measures: Value,Number of bedrooms: 2 bedrooms,0.25880855385192436,TS004,TS050
511,511,Country of birth: The Americas and the Caribbean; measures: Value,Number of bedrooms: 3 bedrooms,-0.4819288673418585,TS004,TS050
512,512,Country of birth: The Americas and the Caribbean; measures: Value,Number of bedrooms: 4 or more bedrooms,-0.1132681318016013,TS004,TS050
513,513,Country of birth: Antarctica and Oceania (including Australasia) and Other; measures: Value,Number of bedrooms: 1 bedroom,0.4214158938795861,TS004,TS050
514,514,Country of birth: Antarctica and Oceania (including Australasia) and Other; measures: Value,Number of bedrooms: 2 bedrooms,0.15391466168689755,TS004,TS050
515,515,Country of birth: Antarctica and Oceania (including Australasia) and Other; measures: Value,Number of bedrooms: 3 bedrooms,-0.5095379384161475,TS004,TS050
516,516,Country of birth: Antarctica and Oceania (including Australasia) and Other; measures: Value,Number of bedrooms: 4 or more bedrooms,0.10297883947033867,TS004,TS050
517,517,Country of birth: British Overseas ; measures: Value,Number of bedrooms: 1 bedroom,0.3652362391205419,TS004,TS050
518,518,Country of birth: British Overseas ; measures: Value,Number of bedrooms: 2 bedrooms,0.17055223905318734,TS004,TS050
519,519,Country of birth: British Overseas ; measures: Value,Number of bedrooms: 3 bedrooms,-0.2345706055980727,TS004,TS050
520,520,Country of birth: British Overseas ; measures: Value,Number of bedrooms: 4 or more bedrooms,-0.15010033280312973,TS004,TS050
521,521,Country of birth: Europe: United Kingdom; measures: Value,Highest level of qualification: No qualifications,-0.017897032710976247,TS004,TS067
522,522,Country of birth: Europe: United Kingdom; measures: Value,Highest level of qualification: Level 1 and entry level qualifications,0.26918240134980287,TS004,TS067
523,523,Country of birth: Europe: United Kingdom; measures: Value,Highest level of qualification: Level 2 qualifications,0.6688059076316879,TS004,TS067
524,524,Country of birth: Europe: United Kingdom; measures: Value,Highest level of qualification: Apprenticeship,0.6989049572177567,TS004,TS067
525,525,Country of birth: Europe: United Kingdom; measures: Value,Highest level of qualification: Level 3 qualifications,0.2987991925027278,TS004,TS067
526,526,Country of birth: Europe: United Kingdom; measures: Value,Highest level of qualification: Level 4 qualifications and above,-0.38497705670273885,TS004,TS067
527,527,Country of birth: Europe: United Kingdom; measures: Value,Highest level of qualification: Other qualifications,-0.46134228362266366,TS004,TS067
528,528,Country of birth: Europe: EU countries; measures: Value,Highest level of qualification: No qualifications,0.002304590433690715,TS004,TS067
529,529,Country of birth: Europe: EU countries; measures: Value,Highest level of qualification: Level 1 and entry level qualifications,-0.20709304878025306,TS004,TS067
530,530,Country of birth: Europe: EU countries; measures: Value,Highest level of qualification: Level 2 qualifications,-0.5690412791123853,TS004,TS067
531,531,Country of birth: Europe: EU countries; measures: Value,Highest level of qualification: Apprenticeship,-0.5469876367720167,TS004,TS067
532,532,Country of birth: Europe: EU countries; measures: Value,Highest level of qualification: Level 3 qualifications,-0.2666454279164795,TS004,TS067
533,533,Country of birth: Europe: EU countries; measures: Value,Highest level of qualification: Level 4 qualifications and above,0.3267909991199987,TS004,TS067
534,534,Country of birth: Europe: EU countries; measures: Value,Highest level of qualification: Other qualifications,0.40396255350544075,TS004,TS067
535,535,Country of birth: Europe: EU countries: European Union EU14; measures: Value,Highest level of qualification: No qualifications,-0.31631641247847747,TS004,TS067
536,536,Country of birth: Europe: EU countries: European Union EU14; measures: Value,Highest level of qualification: Level 1 and entry level qualifications,-0.5444736054692976,TS004,TS067
537,537,Country of birth: Europe: EU countries: European Union EU14; measures: Value,Highest level of qualification: Level 2 qualifications,-0.7516560747069936,TS004,TS067
538,538,Country of birth: Europe: EU countries: European Union EU14; measures: Value,Highest level of qualification: Apprenticeship,-0.6941577083366033,TS004,TS067
539,539,Country of birth: Europe: EU countries: European Union EU14; measures: Value,Highest level of qualification: Level 3 qualifications,-0.2444017905439409,TS004,TS067
540,540,Country of birth: Europe: EU countries: European Union EU14; measures: Value,Highest level of qualification: Level 4 qualifications and above,0.6472243017092228,TS004,TS067
541,541,Country of birth: Europe: EU countries: European Union EU14; measures: Value,Highest level of qualification: Other qualifications,0.06770489573083172,TS004,TS067
542,542,Country of birth: Europe: EU countries: European Union EU8; measures: Value,Highest level of qualification: No qualifications,0.2724376542781508,TS004,TS067
543,543,Country of birth: Europe: EU countries: European Union EU8; measures: Value,Highest level of qualification: Level 1 and entry level qualifications,0.1629145243806831,TS004,TS067
544,544,Country of birth: Europe: EU countries: European Union EU8; measures: Value,Highest level of qualification: Level 2 qualifications,-0.17391076554696971,TS004,TS067
545,545,Country of birth: Europe: EU countries: European Union EU8; measures: Value,Highest level of qualification: Apprenticeship,-0.17437492083031667,TS004,TS067
546,546,Country of birth: Europe: EU countries: European Union EU8; measures: Value,Highest level of qualification: Level 3 qualifications,-0.16235622747320358,TS004,TS067
547,547,Country of birth: Europe: EU countries: European Union EU8; measures: Value,Highest level of qualification: Level 4 qualifications and above,-0.08738084655118444,TS004,TS067
548,548,Country of birth: Europe: EU countries: European Union EU8; measures: Value,Highest level of qualification: Other qualifications,0.4910212824607665,TS004,TS067
549,549,Country of birth: Europe: EU countries: European Union EU2; measures: Value,Highest level of qualification: No qualifications,0.16588339483498027,TS004,TS067
550,550,Country of birth: Europe: EU countries: European Union EU2; measures: Value,Highest level of qualification: Level 1 and entry level qualifications,0.05103644019881794,TS004,TS067
551,551,Country of birth: Europe: EU countries: European Union EU2; measures: Value,Highest level of qualification: Level 2 qualifications,-0.25870467322769,TS004,TS067
552,552,Country of birth: Europe: EU countries: European Union EU2; measures: Value,Highest level of qualification: Apprenticeship,-0.2852393523415036,TS004,TS067
553,553,Country of birth: Europe: EU countries: European Union EU2; measures: Value,Highest level of qualification: Level 3 qualifications,-0.19384661970336198,TS004,TS067
554,554,Country of birth: Europe: EU countries: European Union EU2; measures: Value,Highest level of qualification: Level 4 qualifications and above,0.04340561001178037,TS004,TS067
555,555,Country of birth: Europe: EU countries: European Union EU2; measures: Value,Highest level of qualification: Other qualifications,0.46122215874946915,TS004,TS067
556,556,Country of birth: Europe: EU countries: All other EU countries; measures: Value,Highest level of qualification: No qualifications,-0.12719731071681042,TS004,TS067
557,557,Country of birth: Europe: EU countries: All other EU countries; measures: Value,Highest level of qualification: Level 1 and entry level qualifications,-0.2175773799465248,TS004,TS067
558,558,Country of birth: Europe: EU countries: All other EU countries; measures: Value,Highest level of qualification: Level 2 qualifications,-0.3043833090083532,TS004,TS067
559,559,Country of birth: Europe: EU countries: All other EU countries; measures: Value,Highest level of qualification: Apprenticeship,-0.2848915767593839,TS004,TS067
560,560,Country of birth: Europe: EU countries: All other EU countries; measures: Value,Highest level of qualification: Level 3 qualifications,-0.08630231332326224,TS004,TS067
561,561,Country of birth: Europe: EU countries: All other EU countries; measures: Value,Highest level of qualification: Level 4 qualifications and above,0.25638480493533566,TS004,TS067
562,562,Country of birth: Europe: EU countries: All other EU countries; measures: Value,Highest level of qualification: Other qualifications,0.03638447346722151,TS004,TS067
563,563,Country of birth: Europe: Non-EU countries; measures: Value,Highest level of qualification: No qualifications,-0.12036972718506268,TS004,TS067
564,564,Country of birth: Europe: Non-EU countries; measures: Value,Highest level of qualification: Level 1 and entry level qualifications,-0.32515246715139223,TS004,TS067
565,565,Country of birth: Europe: Non-EU countries; measures: Value,Highest level of qualification: Level 2 qualifications,-0.5484119990417007,TS004,TS067
566,566,Country of birth: Europe: Non-EU countries; measures: Value,Highest level of qualification: Apprenticeship,-0.5282243325055063,TS004,TS067
567,567,Country of birth: Europe: Non-EU countries; measures: Value,Highest level of qualification: Level 3 qualifications,-0.2610301771944793,TS004,TS067
568,568,Country of birth: Europe: Non-EU countries; measures: Value,Highest level of qualification: Level 4 qualifications and above,0.4215708089320861,TS004,TS067
569,569,Country of birth: Europe: Non-EU countries; measures: Value,Highest level of qualification: Other qualifications,0.1945810298767092,TS004,TS067
570,570,Country of birth: Europe: Non-EU countries: All other non-EU countries; measures: Value,Highest level of qualification: No qualifications,-0.12036972718506268,TS004,TS067
571,571,Country of birth: Europe: Non-EU countries: All other non-EU countries; measures: Value,Highest level of qualification: Level 1 and entry level qualifications,-0.32515246715139223,TS004,TS067
572,572,Country of birth: Europe: Non-EU countries: All other non-EU countries; measures: Value,Highest level of qualification: Level 2 qualifications,-0.5484119990417007,TS004,TS067
573,573,Country of birth: Europe: Non-EU countries: All other non-EU countries; measures: Value,Highest level of qualification: Apprenticeship,-0.5282243325055063,TS004,TS067
574,574,Country of birth: Europe: Non-EU countries: All other non-EU countries; measures: Value,Highest level of qualification: Level 3 qualifications,-0.2610301771944793,TS004,TS067
575,575,Country of birth: Europe: Non-EU countries: All other non-EU countries; measures: Value,Highest level of qualification: Level 4 qualifications and above,0.4215708089320861,TS004,TS067
576,576,Country of birth: Europe: Non-EU countries: All other non-EU countries; measures: Value,Highest level of qualification: Other qualifications,0.1945810298767092,TS004,TS067
577,577,Country of birth: Africa; measures: Value,Highest level of qualification: No qualifications,0.03307417389514202,TS004,TS067
578,578,Country of birth: Africa; measures: Value,Highest level of qualification: Level 1 and entry level qualifications,-0.1828269994246502,TS004,TS067
579,579,Country of birth: Africa; measures: Value,Highest level of qualification: Level 2 qualifications,-0.5100621675152265,TS004,TS067
580,580,Country of birth: Africa; measures: Value,Highest level of qualification: Apprenticeship,-0.5795383970483807,TS004,TS067
581,581,Country of birth: Africa; measures: Value,Highest level of qualification: Level 3 qualifications,-0.26437220911779247,TS004,TS067
582,582,Country of birth: Africa; measures: Value,Highest level of qualification: Level 4 qualifications and above,0.2997483330413497,TS004,TS067
583,583,Country of birth: Africa; measures: Value,Highest level of qualification: Other qualifications,0.33015582974337904,TS004,TS067
584,584,Country of birth: Middle East and Asia; measures: Value,Highest level of qualification: No qualifications,0.1327744956476749,TS004,TS067
585,585,Country of birth: Middle East and Asia; measures: Value,Highest level of qualification: Level 1 and entry level qualifications,-0.13747482526882646,TS004,TS067
586,586,Country of birth: Middle East and Asia; measures: Value,Highest level of qualification: Level 2 qualifications,-0.5011010271853111,TS004,TS067
587,587,Country of birth: Middle East and Asia; measures: Value,Highest level of qualification: Apprenticeship,-0.5721450896210861,TS004,TS067
588,588,Country of birth: Middle East and Asia; measures: Value,Highest level of qualification: Level 3 qualifications,-0.2058488726285297,TS004,TS067
589,589,Country of birth: Middle East and Asia; measures: Value,Highest level of qualification: Level 4 qualifications and above,0.20025572374517087,TS004,TS067
590,590,Country of birth: Middle East and Asia; measures: Value,Highest level of qualification: Other qualifications,0.5150555930704822,TS004,TS067
591,591,Country of birth: The Americas and the Caribbean; measures: Value,Highest level of qualification: No qualifications,-0.22943702047319725,TS004,TS067
592,592,Country of birth: The Americas and the Caribbean; measures: Value,Highest level of qualification: Level 1 and entry level qualifications,-0.4499999609788525,TS004,TS067
593,593,Country of birth: The Americas and the Caribbean; measures: Value,Highest level of qualification: Level 2 qualifications,-0.6446515797409264,TS004,TS067
594,594,Country of birth: The Americas and the Caribbean; measures: Value,Highest level of qualification: Apprenticeship,-0.5946473230376059,TS004,TS067
595,595,Country of birth: The Americas and the Caribbean; measures: Value,Highest level of qualification: Level 3 qualifications,-0.2616837291283323,TS004,TS067
596,596,Country of birth: The Americas and the Caribbean; measures: Value,Highest level of qualification: Level 4 qualifications and above,0.5466516310429484,TS004,TS067
597,597,Country of birth: The Americas and the Caribbean; measures: Value,Highest level of qualification: Other qualifications,0.0742691870924196,TS004,TS067
598,598,Country of birth: Antarctica and Oceania (including Australasia) and Other; measures: Value,Highest level of qualification: No qualifications,-0.47797599350278364,TS004,TS067
599,599,Country of birth: Antarctica and Oceania (including Australasia) and Other; measures: Value,Highest level of qualification: Level 1 and entry level qualifications,-0.5886370059604896,TS004,TS067
600,600,Country of birth: Antarctica and Oceania (including Australasia) and Other; measures: Value,Highest level of qualification: Level 2 qualifications,-0.5804797112760118,TS004,TS067
601,601,Country of birth: Antarctica and Oceania (including Australasia) and Other; measures: Value,Highest level of qualification: Apprenticeship,-0.5256971757905666,TS004,TS067
602,602,Country of birth: Antarctica and Oceania (including Australasia) and Other; measures: Value,Highest level of qualification: Level 3 qualifications,-0.2281022211423607,TS004,TS067
603,603,Country of birth: Antarctica and Oceania (including Australasia) and Other; measures: Value,Highest level of qualification: Level 4 qualifications and above,0.6926490212307829,TS004,TS067
604,604,Country of birth: Antarctica and Oceania (including Australasia) and Other; measures: Value,Highest level of qualification: Other qualifications,-0.2329091963166395,TS004,TS067
605,605,Country of birth: British Overseas ; measures: Value,Highest level of qualification: No qualifications,0.023822051292210548,TS004,TS067
606,606,Country of birth: British Overseas ; measures: Value,Highest level of qualification: Level 1 and entry level qualifications,-0.11141335884478133,TS004,TS067
607,607,Country of birth: British Overseas ; measures: Value,Highest level of qualification: Level 2 qualifications,-0.30127482199431826,TS004,TS067
608,608,Country of birth: British Overseas ; measures: Value,Highest level of qualification: Apprenticeship,-0.3356030859259942,TS004,TS067
609,609,Country of birth: British Overseas ; measures: Value,Highest level of qualification: Level 3 qualifications,-0.07543499759108167,TS004,TS067
610,610,Country of birth: British Overseas ; measures: Value,Highest level of qualification: Level 4 qualifications and above,0.14663761172264517,TS004,TS067
611,611,Country of birth: British Overseas ; measures: Value,Highest level of qualification: Other qualifications,0.1664698616425028,TS004,TS067
612,612,Country of birth: Europe: United Kingdom; measures: Value,General health: Very good health,-0.42868506672061946,TS004,TS037
613,613,Country of birth: Europe: United Kingdom; measures: Value,General health: Good health,0.3098056126428795,TS004,TS037
614,614,Country of birth: Europe: United Kingdom; measures: Value,General health: Fair health,0.46375806522133506,TS004,TS037
615,615,Country of birth: Europe: United Kingdom; measures: Value,General health: Bad health,0.2515811307180499,TS004,TS037
616,616,Country of birth: Europe: United Kingdom; measures: Value,General health: Very bad health,0.14009156359671673,TS004,TS037
617,617,Country of birth: Europe: EU countries; measures: Value,General health: Very good health,0.33878466083890374,TS004,TS037
618,618,Country of birth: Europe: EU countries; measures: Value,General health: Good health,-0.22220815617969208,TS004,TS037
619,619,Country of birth: Europe: EU countries; measures: Value,General health: Fair health,-0.38358866037494804,TS004,TS037
620,620,Country of birth: Europe: EU countries; measures: Value,General health: Bad health,-0.19853325172243957,TS004,TS037
621,621,Country of birth: Europe: EU countries; measures: Value,General health: Very bad health,-0.12287463919239427,TS004,TS037
622,622,Country of birth: Europe: EU countries: European Union EU14; measures: Value,General health: Very good health,0.5672499472039115,TS004,TS037
623,623,Country of birth: Europe: EU countries: European Union EU14; measures: Value,General health: Good health,-0.48023281641215354,TS004,TS037
624,624,Country of birth: Europe: EU countries: European Union EU14; measures: Value,General health: Fair health,-0.5412311860780524,TS004,TS037
625,625,Country of birth: Europe: EU countries: European Union EU14; measures: Value,General health: Bad health,-0.33918362875543956,TS004,TS037
626,626,Country of birth: Europe: EU countries: European Union EU14; measures: Value,General health: Very bad health,-0.23177916042778945,TS004,TS037
627,627,Country of birth: Europe: EU countries: European Union EU8; measures: Value,General health: Very good health,-0.012549806728265103,TS004,TS037
628,628,Country of birth: Europe: EU countries: European Union EU8; measures: Value,General health: Good health,0.05927945342116577,TS004,TS037
629,629,Country of birth: Europe: EU countries: European Union EU8; measures: Value,General health: Fair health,-0.061854144294382234,TS004,TS037
630,630,Country of birth: Europe: EU countries: European Union EU8; measures: Value,General health: Bad health,0.047849909330440706,TS004,TS037
631,631,Country of birth: Europe: EU countries: European Union EU8; measures: Value,General health: Very bad health,0.055588736486110325,TS004,TS037
632,632,Country of birth: Europe: EU countries: European Union EU2; measures: Value,General health: Very good health,0.11205827732936578,TS004,TS037
633,633,Country of birth: Europe: EU countries: European Union EU2; measures: Value,General health: Good health,0.025973591752133693,TS004,TS037
634,634,Country of birth: Europe: EU countries: European Union EU2; measures: Value,General health: Fair health,-0.1881470077318391,TS004,TS037
635,635,Country of birth: Europe: EU countries: European Union EU2; measures: Value,General health: Bad health,-0.1010224264628475,TS004,TS037
636,636,Country of birth: Europe: EU countries: European Union EU2; measures: Value,General health: Very bad health,-0.059904014553423354,TS004,TS037
637,637,Country of birth: Europe: EU countries: All other EU countries; measures: Value,General health: Very good health,0.224786337504786,TS004,TS037
638,638,Country of birth: Europe: EU countries: All other EU countries; measures: Value,General health: Good health,-0.13201994015421084,TS004,TS037
639,639,Country of birth: Europe: EU countries: All other EU countries; measures: Value,General health: Fair health,-0.2356650113685958,TS004,TS037
640,640,Country of birth: Europe: EU countries: All other EU countries; measures: Value,General health: Bad health,-0.1744890756865324,TS004,TS037
641,641,Country of birth: Europe: EU countries: All other EU countries; measures: Value,General health: Very bad health,-0.12312314182232909,TS004,TS037
642,642,Country of birth: Europe: Non-EU countries; measures: Value,General health: Very good health,0.4010135413516574,TS004,TS037
643,643,Country of birth: Europe: Non-EU countries; measures: Value,General health: Good health,-0.32947880857505146,TS004,TS037
644,644,Country of birth: Europe: Non-EU countries; measures: Value,General health: Fair health,-0.40360837911615227,TS004,TS037
645,645,Country of birth: Europe: Non-EU countries; measures: Value,General health: Bad health,-0.22937281639645812,TS004,TS037
